Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
10_799_0128_5_3,Provider travel - non-labour costs,128,Therapeutic Supports,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_799_0133_5_3,Provider travel - non-labour costs,133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
10_806_0133_5_1,Supports in Employment - Weekday Daytime,133,Specialised Supported Employment,10,10,Finding and Keeping a Job,Finding and Keeping a Job,H,No,20240701,99991231,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,Y,N,Price Limited Supports
11_022_0110_7_3,Specialist Behavioural Intervention Support,110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20240701,99991231,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$326.19,$349.49,Y,Y,Y,Y,N,Price Limited Supports
11_023_0110_7_3,Behaviour Management Plan Including Training in Behaviour Management Strategies,110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,H,No,20240701,99991231,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$326.19,$349.49,Y,Y,Y,Y,N,Price Limited Supports
11_024_0117_7_3,Individual Social Skills Development,117,Development Of Daily Living And Life Skills,11,11,Improved Relationships,Relationships,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,Y,N,Price Limited Supports
11_590_0117_7_3,Activity Based Transport,117,Development Of Daily Living And Life Skills,11,11,Improved Relationships,Relationships,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
11_799_0110_7_3,Provider travel - non-labour costs,110,Specialist Positive Behaviour Support,11,20,Improved Relationships,Behaviour Support,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
11_799_0117_7_3,Provider travel - non-labour costs,117,Development Of Daily Living And Life Skills,11,11,Improved Relationships,Relationships,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
12_025_0128_3_3,Advice provided by a Dietitian on managing diet for health and well-being,128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20240701,99991231,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
12_027_0126_3_3,Advice provided by an Exercise Physiologist regarding exercise required,126,Exercise Physiology & Personal Well-being Activities,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20240701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
12_027_0128_3_3,Advice provided by an Exercise Physiologist regarding exercise required,128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20240701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
12_029_0126_3_3,Personal training provided by a Personal Trainer to a participant,126,Exercise Physiology & Personal Well-being Activities,12,12,Improved Health and Wellbeing,Health and Wellbeing,H,No,20240701,99991231,$67.00,$67.00,$67.00,$67.00,$67.00,$67.00,$67.00,$67.00,$93.80,$100.50,Y,Y,Y,Y,N,Price Limited Supports
12_799_0126_3_3,Provider travel - non-labour costs,126,Exercise Physiology & Personal Well-being Activities,12,12,Improved Health and Wellbeing,Health and Wellbeing,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
12_799_0128_3_3,Provider travel - non-labour costs,128,Therapeutic Supports,12,12,Improved Health and Wellbeing,Health and Wellbeing,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
13_030_0102_4_3,Transition Through School And To Further Education,102,Assistance to Access and Maintain Employment or higher education,13,13,Improved Learning,Lifelong Learning,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,N,N,Price Limited Supports
13_590_0102_4_3,Activity Based Transport,102,Assistance to Access and Maintain Employment or higher education,13,13,Improved Learning,Lifelong Learning,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
13_799_0102_4_3,Provider travel - non-labour costs,102,Assistance to Access and Maintain Employment or higher education,13,13,Improved Learning,Lifelong Learning,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
14_033_0127_8_3,Plan Management - Set Up Costs,127,Management of Funding for Supports,14,14,Improved Life Choices,Choice and Control,E,No,20240701,99991231,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$232.35,$325.29,$348.54,N,N,N,N,N,Price Limited Supports
14_034_0127_8_3,Plan Management - Monthly Fee,127,Management of Funding for Supports,14,14,Improved Life Choices,Choice and Control,MON,No,20240701,99991231,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$104.45,$146.23,$156.67,N,N,N,N,N,Price Limited Supports
14_799_0127_8_3,Provider travel - non-labour costs,127,Management of Funding for Supports,14,14,Improved Life Choices,Choice and Control,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_001_0118_1_3,Early Childhood Supports - Psychologist,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$326.19,$349.49,Y,Y,Y,Y,N,Price Limited Supports
15_003_0118_1_3,Early Childhood Supports - Physiotherapist,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$257.59,$275.99,Y,Y,Y,Y,N,Price Limited Supports
15_005_0118_1_3,Early Childhood Supports - Early Childhood Professional,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_007_0118_1_3,Early Childhood Supports - Therapy Assistant - Level 1,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$78.62,$84.24,Y,Y,Y,Y,N,Price Limited Supports
15_008_0118_1_3,Early Childhood Supports - Therapy Assistant - Level 2,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$121.51,$130.19,Y,Y,Y,Y,N,Price Limited Supports
15_035_0106_1_3,Assistance With Decision Making Daily Planning and Budgeting,106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,Y,N,Price Limited Supports
15_037_0117_1_3,Skill Development And Training including Public Transport Training,117,Development Of Daily Living And Life Skills,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,Y,N,Price Limited Supports
15_038_0117_1_3,Training For Carers/Parents,117,Development Of Daily Living And Life Skills,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,Y,N,Price Limited Supports
15_043_0128_1_3,Assessment Recommendation Therapy or Training - Counsellor,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$218.62,$234.24,Y,Y,Y,Y,N,Price Limited Supports
15_045_0128_1_3,Community Engagement Assistance,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$51.20,$51.20,$51.20,$51.20,$51.20,$51.20,$51.20,$51.20,$71.68,$76.80,Y,Y,Y,Y,N,Price Limited Supports
15_046_0129_1_3,Specialised Driver Training,129,Specialised Driver Training,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
15_047_0135_1_3,Selection And/or Manufacture Of Customised Or Wearable Technology,135,Customised Prosthetics (includes Orthotics),15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_049_0128_1_3,Multidisciplinary Team,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
15_052_0128_1_3,Therapy Assistant - Level 1,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$56.16,$78.62,$84.24,Y,Y,Y,Y,N,Price Limited Supports
15_053_0128_1_3,Therapy Assistant - Level 2,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$86.79,$121.51,$130.19,Y,Y,Y,Y,N,Price Limited Supports
15_054_0128_1_3,Assessment Recommendation Therapy or Training - Psychologist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$326.19,$349.49,Y,Y,Y,Y,N,Price Limited Supports
15_055_0128_1_3,Assessment Recommendation Therapy or Training - Physiotherapist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$257.59,$275.99,Y,Y,Y,Y,N,Price Limited Supports
15_056_0128_1_3,Assessment Recommendation Therapy or Training - Other Professional,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_062_0128_3_3,Assessment Recommendation Therapy or Training - Dietitian,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
15_200_0126_1_3,Assessment Recommendation Therapy or Training - Exercise Physiologist,126,Exercise Physiology & Personal Well-being Activities,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
15_200_0128_1_3,Assessment Recommendation Therapy or Training - Exercise Physiologist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
15_222400911_0124_1_3,Low Cost AT - Support Capacity Building,124,Communication And Information Equipment,15,15,Improved Daily Living Skills,Improved Daily Living Skills,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
15_300_0103_1_3,Assistive Technology Mentoring,103,Assistive Products For Personal Care And Safety,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$147.60,$158.15,Y,Y,Y,N,N,Price Limited Supports
15_400_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$99.88,$99.88,$99.88,$99.88,$99.88,$99.88,$99.88,$99.88,$139.83,$149.82,Y,Y,Y,Y,N,Price Limited Supports
15_401_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$110.18,$110.18,$110.18,$110.18,$110.18,$110.18,$110.18,$110.18,$154.25,$165.27,Y,Y,Y,Y,N,Price Limited Supports
15_402_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Saturday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$142.48,$142.48,$142.48,$142.48,$142.48,$142.48,$142.48,$142.48,$199.47,$213.72,Y,Y,Y,Y,N,Price Limited Supports
15_403_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Sunday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$163.79,$163.79,$163.79,$163.79,$163.79,$163.79,$163.79,$163.79,$229.31,$245.69,Y,Y,Y,Y,N,Price Limited Supports
15_404_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$259.11,$277.62,Y,Y,Y,Y,N,Price Limited Supports
15_405_0114_1_3,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$112.22,$112.22,$112.22,$112.22,$112.22,$112.22,$112.22,$112.22,$157.11,$168.33,Y,Y,Y,Y,N,Price Limited Supports
15_406_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$123.65,$123.65,$123.65,$123.65,$123.65,$123.65,$123.65,$123.65,$173.11,$185.48,Y,Y,Y,Y,N,Price Limited Supports
15_407_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Evening,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$190.97,$204.62,Y,Y,Y,Y,N,Price Limited Supports
15_408_0114_1_3,Delivery of Health Supports by a Registered Nurse - Saturday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$247.06,$264.71,Y,Y,Y,Y,N,Price Limited Supports
15_409_0114_1_3,Delivery of Health Supports by a Registered Nurse - Sunday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$284.02,$304.31,Y,Y,Y,Y,N,Price Limited Supports
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$320.98,$343.91,Y,Y,Y,Y,N,Price Limited Supports
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$194.53,$208.43,Y,Y,Y,Y,N,Price Limited Supports
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$200.26,$214.56,Y,Y,Y,Y,N,Price Limited Supports
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$220.88,$236.66,Y,Y,Y,Y,N,Price Limited Supports
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$285.77,$306.18,Y,Y,Y,Y,N,Price Limited Supports
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$234.67,$234.67,$234.67,$234.67,$234.67,$234.67,$234.67,$234.67,$328.54,$352.01,Y,Y,Y,Y,N,Price Limited Supports
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$265.20,$265.20,$265.20,$265.20,$265.20,$265.20,$265.20,$265.20,$371.28,$397.80,Y,Y,Y,Y,N,Price Limited Supports
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$160.73,$160.73,$160.73,$160.73,$160.73,$160.73,$160.73,$160.73,$225.02,$233.63,Y,Y,Y,Y,N,Price Limited Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$169.16,$169.16,$169.16,$169.16,$169.16,$169.16,$169.16,$169.16,$236.82,$253.74,Y,Y,Y,Y,N,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$186.63,$186.63,$186.63,$186.63,$186.63,$186.63,$186.63,$186.63,$261.28,$279.95,Y,Y,Y,Y,N,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$241.52,$241.52,$241.52,$241.52,$241.52,$241.52,$241.52,$241.52,$338.13,$362.28,Y,Y,Y,Y,N,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$227.69,$227.69,$227.69,$227.69,$227.69,$227.69,$227.69,$227.69,$388.77,$416.54,Y,Y,Y,Y,N,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$313.86,$313.86,$313.86,$313.86,$313.86,$313.86,$313.86,$313.86,$439.40,$470.79,Y,Y,Y,Y,N,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$190.12,$190.12,$190.12,$190.12,$190.12,$190.12,$190.12,$190.12,$266.17,$285.18,Y,Y,Y,Y,N,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$176.85,$176.85,$176.85,$176.85,$176.85,$176.85,$176.85,$176.85,$247.59,$265.28,Y,Y,Y,Y,N,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$195.09,$195.09,$195.09,$195.09,$195.09,$195.09,$195.09,$195.09,$273.13,$292.64,Y,Y,Y,Y,N,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$252.51,$252.51,$252.51,$252.51,$252.51,$252.51,$252.51,$252.51,$353.51,$378.77,Y,Y,Y,Y,N,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$290.33,$290.33,$290.33,$290.33,$290.33,$290.33,$290.33,$290.33,$406.46,$435.50,Y,Y,Y,Y,N,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$328.16,$328.16,$328.16,$328.16,$328.16,$328.16,$328.16,$328.16,$459.42,$492.24,Y,Y,Y,Y,N,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,114,Community Nursing Care,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$198.75,$198.75,$198.75,$198.75,$198.75,$198.75,$198.75,$198.75,$278.25,$298.13,Y,Y,Y,Y,N,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,119,Specialised Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,134,Hearing Services,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$166.83,$166.83,$166.83,$166.83,$166.83,$166.83,$166.83,$166.83,$233.56,$250.25,Y,Y,Y,Y,N,Price Limited Supports
15_606_0118_1_3,Early Childhood Supports - Counsellor,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$156.16,$218.62,$234.24,Y,Y,Y,Y,N,Price Limited Supports
15_609_0118_1_3,Early Childhood Supports - Exercise Physiologist,118,Early Intervention Supports For Early Childhood,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$166.99,$233.79,$250.49,Y,Y,Y,Y,N,Price Limited Supports
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_611_0128_1_3,Assessment Recommendation Therapy or Training - Audiologist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_613_0128_1_3,Assessment Recommendation Therapy or Training - Developmental Educator,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_615_0128_1_3,Assessment Recommendation Therapy or Training - Music Therapist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_617_0128_1_3,Assessment Recommendation Therapy or Training - Occupational Therapist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_618_0128_1_3,Assessment Recommendation Therapy or Training - Orthoptist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_619_0128_1_3,Assessment Recommendation Therapy or Training - Podiatrist,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
15_620_0128_1_3,Assessment Recommendation Therapy or Training - Rehabilitation Counsellor,128,Therapeutic Supports,15,15,Improved Daily Living Skills,Improved Daily Living Skills,H,No,20240701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
